Phecode,Phenotype,Category,Mean Age,#Cases /#Samples,%Female,#SOMAscan Proteins,#Olink Proteins,#Metabolon Metabolites,#Nightingale Metabolites,#RNAseq Gene expression,Download
561.2,Flatulence,digestive,67.31 ± 8.05,2843/295946,54%,0,0,0,0,0,https://drive.google.com/file/d/1uGdLTsBhJAguESEF3MzazJ0fyKBpNkm1/view?usp=drivesdk
562.1,Diverticulosis,digestive,67.04 ± 8.04,47603/343382,53%,59,14,15,1,142,https://drive.google.com/file/d/17smahP3rBrRkqnDyCDWyzbuU4ho3d_7Q/view?usp=drivesdk
563,Constipation,digestive,67.23 ± 8.16,19924/314841,54%,1,0,0,0,1,https://drive.google.com/file/d/1Q-rn7u_f7wxwNtaKQBo0GTTujsoYEU06/view?usp=drivesdk
564,Functional digestive disorders,digestive,67.33 ± 8.05,1373/294380,54%,0,0,0,0,0,https://drive.google.com/file/d/11M4SkOwLbkouWBreM3bcjaQKrgxVetoe/view?usp=drivesdk
564.1,Irritable Bowel Syndrome,digestive,67.16 ± 8.17,9381/302936,54%,0,0,0,0,0,https://drive.google.com/file/d/1vWTxipgDrsNj8rBnnvUV15bvuVKALWtJ/view?usp=drivesdk
564.8,Abnormal findings on exam of gastrointestinal tract/ abdominal area,digestive,67.34 ± 8.03,3059/296256,54%,0,0,0,0,0,https://drive.google.com/file/d/1BD27GSe8lMcVSSQ5h7D3GO5JXAKI8_5T/view?usp=drivesdk
564.9,Personal history of diseases of digestive system,digestive,67.1 ± 8.16,26919/321783,53%,2,0,0,0,2,https://drive.google.com/file/d/1jL0p8HzFCheUQaSoyX6816LSE4hIgccD/view?usp=drivesdk
565,Anal and rectal conditions,digestive,67.71 ± 8.24,11173/386056,54%,0,0,0,0,0,https://drive.google.com/file/d/1ZV_-87ytsf0nxttuMwuWypLPKq_YEr-6/view?usp=drivesdk
565.1,Anal and rectal polyp,digestive,67.82 ± 8.05,11844/386853,54%,1,0,3,0,5,https://drive.google.com/file/d/1S-4tD48RNPlBqGCu3Bz2NTR3Ik7Bx7Yq/view?usp=drivesdk
567,Peritonitis and retroperitoneal infections,digestive,67.97 ± 7.99,1510/376107,54%,0,0,0,0,0,https://drive.google.com/file/d/1dHdsmGrHd0VIF0w7Ww-n89zAYVZpHHx-/view?usp=drivesdk
568,Other disorders of peritoneum,digestive,67.98 ± 7.98,485/374988,54%,0,0,0,0,0,https://drive.google.com/file/d/1IXHrYruFEglzBZNe7bMNTOzms_NF1rOI/view?usp=drivesdk
568.1,Peritoneal adhesions (postoperative) (postinfection),digestive,67.91 ± 8.04,6015/380907,55%,0,0,0,0,0,https://drive.google.com/file/d/17RpqnGLp0VWBiM5HiW73bOzov35cAcRb/view?usp=drivesdk
569,Other disorders of intestine,digestive,67.92 ± 8.02,6017/380847,54%,0,0,0,0,0,https://drive.google.com/file/d/1Cm3wCzzPKhXR7geXK8VtNAVUrgH88GiW/view?usp=drivesdk
569.1,Toxic gastroenteritis and colitis,digestive,67.99 ± 7.97,544/375102,54%,1,0,0,0,0,https://drive.google.com/file/d/163xP4g9xsN0VI4xdj3JdFzCwex0jVjYH/view?usp=drivesdk
569.2,Gastrointestinal complications,digestive,67.98 ± 7.98,811/375332,54%,0,0,0,0,0,https://drive.google.com/file/d/1DccZWuPwB50gbeSASYHYoSK3hS0YFa4x/view?usp=drivesdk
571,Chronic liver disease and cirrhosis,digestive,68.04 ± 7.97,1234/391995,54%,9,2,0,0,2,https://drive.google.com/file/d/15Y3WbZY9rI9_QzwItSS1X1HZZtCckl9u/view?usp=drivesdk
571.5,Other chronic nonalcoholic liver disease,digestive,68.01 ± 7.99,3989/395186,54%,31,3,9,11,8,https://drive.google.com/file/d/133rpfCbRgDS3MVCqXwDtX9Lbzrh0LssU/view?usp=drivesdk
571.51,Cirrhosis of liver without mention of alcohol,digestive,68.04 ± 7.97,1407/392180,54%,9,2,0,0,4,https://drive.google.com/file/d/1207YGSTrjHKuax_pgrJL_e6_bjpifN5I/view?usp=drivesdk
571.6,Primary biliary cirrhosis,digestive,68.04 ± 7.97,386/391023,54%,0,0,0,0,1,https://drive.google.com/file/d/15W0hIRkTngcZ_ZVrXkDSyotGOVDsgVcr/view?usp=drivesdk
571.8,Liver abscess and sequelae of chronic liver disease,digestive,68.04 ± 7.97,1147/391902,54%,0,0,0,0,1,https://drive.google.com/file/d/1n40YKQElteSGzV-Sb4ZZCBpx82IHkHz6/view?usp=drivesdk
571.81,Portal hypertension,digestive,68.04 ± 7.97,1006/391714,54%,0,0,0,0,0,https://drive.google.com/file/d/1fY26zjF_G6Y6YYruzQTw66z35dYrHcLX/view?usp=drivesdk
572,Ascites (non malignant),digestive,68.03 ± 7.98,2803/393693,54%,0,0,0,0,0,https://drive.google.com/file/d/1rXbI0-539KSQJIZwHYRXme0H-2As9Cbi/view?usp=drivesdk
573,Other disorders of liver,digestive,68.03 ± 7.98,3209/394244,54%,0,0,0,0,0,https://drive.google.com/file/d/1FM0xfdc8dngpmx0XzDlyuDvbik-Qr6KC/view?usp=drivesdk
573.3,Hepatomegaly,digestive,68.04 ± 7.97,480/391151,54%,0,0,0,0,0,https://drive.google.com/file/d/1gzt_pON3nBY5bDJZ---6bvkYPTbtBuiy/view?usp=drivesdk
573.5,Jaundice (not of newborn),digestive,68.03 ± 7.98,1374/392088,54%,10,0,14,1,1,https://drive.google.com/file/d/1BR7d7C-6hMYCkSEBOhrlW3DJu36ZfTeO/view?usp=drivesdk
573.7,Abnormal results of function study of liver,digestive,67.99 ± 8.01,6410/397711,54%,19,1,15,0,4,https://drive.google.com/file/d/1bLyxTwdg7fL6uFRFaF4sg_ngcb939xbU/view?usp=drivesdk
573.9,Abnormal serum enzyme levels,digestive,68.05 ± 7.97,381/391056,54%,0,0,0,0,2,https://drive.google.com/file/d/1ayOJYRj8lz-IF4QLPyPv-vEZZybNsgPB/view?usp=drivesdk
574,Cholelithiasis and cholecystitis,digestive,67.98 ± 8.01,395/383294,53%,2,0,1,0,1,https://drive.google.com/file/d/1cRO-RxiPFcVZwI5w-f3liqAuvrVT4WBi/view?usp=drivesdk
574.1,Cholelithiasis,digestive,67.76 ± 8.15,12606/396163,54%,55,10,111,65,29,https://drive.google.com/file/d/1O0eK9CwCtakRvj0kQmIaCkTFr-WuhXej/view?usp=drivesdk
574.11,Cholelithiasis with acute cholecystitis,digestive,67.97 ± 7.99,2482/385554,53%,4,0,2,42,1,https://drive.google.com/file/d/1CzlRO1Nbc4esJoTdJ3o-3IE5HOSCUUFt/view?usp=drivesdk
574.12,Cholelithiasis with other cholecystitis,digestive,67.85 ± 8.07,7808/391022,54%,17,7,60,59,25,https://drive.google.com/file/d/1K65JvJru38G4_BWd_EjDaIiIiA4qDDw_/view?usp=drivesdk
574.2,Calculus of bile duct,digestive,67.94 ± 8.01,3852/386987,53%,6,1,2,42,4,https://drive.google.com/file/d/13fTL5uLOvMNblBVeb2HQe2SGARDBW4cj/view?usp=drivesdk
574.3,Cholecystitis without cholelithiasis,digestive,67.93 ± 8.03,3889/386988,53%,1,1,13,38,1,https://drive.google.com/file/d/1pWAHRxSFR8jt9Ul0fwqck_SvsZkMl69Z/view?usp=drivesdk
575.1,Cholangitis,digestive,68.0 ± 7.97,1169/384205,53%,0,0,0,0,0,https://drive.google.com/file/d/1UVNhRJ8oFk9dCb7kYP1xaed53B1i4C3B/view?usp=drivesdk
575.2,Obstruction of bile duct,digestive,67.99 ± 7.98,1409/384439,53%,0,0,1,0,0,https://drive.google.com/file/d/1ETSqa8URTqRFksty8Bgu2HbAVJHBpVXz/view?usp=drivesdk
575.6,Cholesterolosis of gallbladder,digestive,67.99 ± 7.98,654/383581,53%,0,1,1,0,1,https://drive.google.com/file/d/1NMKky46Vby2HxLkI0eAz2VjuoBBQG2o2/view?usp=drivesdk
575.7,Other disorders of gallbladder,digestive,67.97 ± 7.99,2250/385298,53%,1,0,7,0,0,https://drive.google.com/file/d/1H9a6NbHDX7ml7GGnGzWALAd64jcsvYoy/view?usp=drivesdk
575.8,Other disorders of biliary tract,digestive,67.99 ± 7.98,1884/384981,53%,0,0,1,0,0,https://drive.google.com/file/d/1ksngyVrfXgMVg_2a4ebPrNsSCx0Z0_ev/view?usp=drivesdk
575.9,Nonspecific abnormal findings on radiological and other examination of biliary tract,digestive,68.0 ± 7.97,623/383560,53%,0,0,0,0,0,https://drive.google.com/file/d/15nS7QkTjdlwEhvnpX_vaU56kxgpXV5iW/view?usp=drivesdk
577,Diseases of pancreas,digestive,68.09 ± 7.96,1203/407077,54%,0,0,0,0,0,https://drive.google.com/file/d/15mbSXrHWNinqMNgpQOcEnPwD2Zir8Ovh/view?usp=drivesdk
577.1,Acute pancreatitis,digestive,68.05 ± 7.99,1507/407238,54%,0,0,0,0,0,https://drive.google.com/file/d/1Pf3tOt1FU_ziJegqbVdq5NtKyKCDxqOJ/view?usp=drivesdk
577.2,Chronic pancreatitis,digestive,68.08 ± 7.97,755/406544,54%,0,0,0,0,0,https://drive.google.com/file/d/10nN-OiJ63EcjphWK3ivS-CD7buowGpq5/view?usp=drivesdk
577.3,Cyst and pseudocyst of pancreas,digestive,68.09 ± 7.96,715/406514,54%,0,0,0,0,0,https://drive.google.com/file/d/16PmeFYymUciUrOhdenz2rXqJORqBQBPy/view?usp=drivesdk
578,Gastrointestinal hemorrhage,digestive,67.99 ± 8.01,297/374422,54%,0,0,0,0,0,https://drive.google.com/file/d/1HaawqbdmpuoSNGT6vYwPMhcHOriXa9Yq/view?usp=drivesdk
578.1,Hematemesis,digestive,67.96 ± 8.02,2848/377118,54%,0,0,0,0,0,https://drive.google.com/file/d/1pypfmuqZpuTlSG7ZXIGoJMJISlFv2z9n/view?usp=drivesdk
578.2,Blood in stool,digestive,67.96 ± 8.01,3827/378153,54%,0,0,0,0,0,https://drive.google.com/file/d/1vEyJX2QQO79Wg2Au1r4Zl6gYvQ51pVVk/view?usp=drivesdk
578.8,Hemorrhage of rectum and anus,digestive,67.59 ± 8.3,15152/389509,54%,0,0,0,0,0,https://drive.google.com/file/d/1nTaKh9dabnq3J3yl04W-7BuBDIqXTTly/view?usp=drivesdk
578.9,Hemorrhage of gastrointestinal tract,digestive,67.91 ± 8.02,10453/385414,54%,0,0,0,0,0,https://drive.google.com/file/d/1T1kMwvGOGt-UMSCFj8XtOdA_fFH9OXph/view?usp=drivesdk
579,Other symptoms involving abdomen and pelvis,digestive,67.98 ± 8.0,1600/375825,54%,0,0,0,0,0,https://drive.google.com/file/d/1AIcboAEpUIOfVQFgDgu-vW0vf1_wPcPD/view?usp=drivesdk
579.2,Splenomegaly,digestive,68.0 ± 7.97,782/374985,54%,0,0,0,0,0,https://drive.google.com/file/d/1aMSnbsJjZ1CPrEtd5EY0iIPqVBOg7jIT/view?usp=drivesdk
579.8,Nonspecific abnormal findings in stool contents,digestive,67.98 ± 7.98,3546/378063,54%,0,0,0,0,0,https://drive.google.com/file/d/1Tp_sNMsJpV6KB56ReVMS7Nuk80LH2iHI/view?usp=drivesdk
580,Nephritis; nephrosis; renal sclerosis,genitourinary,67.85 ± 7.97,265/381845,55%,14,1,0,0,9,https://drive.google.com/file/d/11YXLGdWlPg-zQfRCdA7f9iy2GKxAIci6/view?usp=drivesdk
580.12,Non-proliferative glomerulonephritis,genitourinary,67.85 ± 7.96,198/381763,55%,16,2,0,0,18,https://drive.google.com/file/d/1wOuPRw45jm9Gg_qjX1W6hgtfxGntkKty/view?usp=drivesdk
580.14,Chronic glomerulonephritis; NOS,genitourinary,67.85 ± 7.96,903/382463,55%,0,0,0,0,0,https://drive.google.com/file/d/16p4vvfTWFK_s28-CFIf6TKQsQzk35W3b/view?usp=drivesdk
580.2,Nephrotic syndrome without mention of glomerulonephritis,genitourinary,67.85 ± 7.97,793/382412,55%,17,1,0,0,19,https://drive.google.com/file/d/18Upe-bgrL4_ugtIw6GbcTEVGHeAcyGng/view?usp=drivesdk
580.32,Nephritis and nephropathy with pathological lesion,genitourinary,67.85 ± 7.96,370/381947,55%,0,0,0,0,0,https://drive.google.com/file/d/1jmDfLzQlCHW10Spj17zbf7l7PrFP82GA/view?usp=drivesdk
585.1,Acute renal failure,genitourinary,67.93 ± 7.95,13848/397555,54%,1,0,0,0,1,https://drive.google.com/file/d/1WpkP8rsXId5tIhua38498wh3PHQdndze/view?usp=drivesdk
585.2,Renal failure NOS,genitourinary,67.84 ± 7.97,2099/383726,55%,0,0,0,0,0,https://drive.google.com/file/d/1lMGCnAynJytJo1RV9_jGI5HvRy9WSsFp/view?usp=drivesdk
585.3,Chronic renal failure [CKD],genitourinary,67.9 ± 7.97,6615/389120,55%,3,0,0,0,4,https://drive.google.com/file/d/1R50ZWu2ASswjflXRyoxIrm721EOcp57w/view?usp=drivesdk
585.31,Renal dialysis,genitourinary,67.85 ± 7.97,791/382388,55%,0,0,0,0,0,https://drive.google.com/file/d/1RijVrbzRfGCOGwgBITfkdx8CIxuw7rM5/view?usp=drivesdk
586,Other disorders of the kidney and ureters,genitourinary,67.84 ± 7.98,1997/383734,55%,0,0,0,0,0,https://drive.google.com/file/d/1d2-50GkfwVRPBIjSso4Y17gmLMCzTjoi/view?usp=drivesdk
586.11,Small kidney,genitourinary,67.85 ± 7.96,353/381946,55%,0,0,0,0,0,https://drive.google.com/file/d/1VxMCDjQB5Z4Wi-7_PBvDMqh0EIqRDHQx/view?usp=drivesdk
586.2,Cyst of kidney; acquired,genitourinary,67.86 ± 7.96,2832/384836,55%,0,0,0,0,0,https://drive.google.com/file/d/1pa5-9h7fI7TJw0ax8QZtbizBnw0lXUEz/view?usp=drivesdk
586.3,Vascular disorders of kidney/hypertrophy,genitourinary,67.86 ± 7.96,172/381748,55%,0,0,0,0,0,https://drive.google.com/file/d/1WYMzEg9SOds07bww3wMu96MggeKHSNTE/view?usp=drivesdk
586.4,Stricture/obstruction of ureter,genitourinary,67.84 ± 7.98,1523/383210,55%,0,0,0,0,0,https://drive.google.com/file/d/12dGxmrS1hdxhRHDMwfZYfXqWfng8vY1T/view?usp=drivesdk
587,Kidney replaced by transpant,genitourinary,67.84 ± 7.97,482/382053,55%,0,0,0,0,0,https://drive.google.com/file/d/12noM-rc_BeWpTonnFr34uQONYLL1TU6M/view?usp=drivesdk
589,Abnormal results of function study of kidney,genitourinary,67.86 ± 7.96,253/381846,55%,0,0,0,0,0,https://drive.google.com/file/d/1RrkrUEwrgG9PntkKyPOgcX1n61Vblgei/view?usp=drivesdk
590,Pyelonephritis,genitourinary,67.77 ± 8.01,2297/369999,55%,0,0,0,0,0,https://drive.google.com/file/d/1Fiz7Uc4-M_nUXXTvZcnfNmiADYn-7C4o/view?usp=drivesdk
591,Urinary tract infection,genitourinary,67.63 ± 8.16,20615/389558,54%,0,0,0,0,0,https://drive.google.com/file/d/1KNXoOe4PVeJ6WOHW5AyqNma9Pf75yh37/view?usp=drivesdk
592.1,Cystitis,genitourinary,67.77 ± 8.0,2851/370468,54%,0,0,0,0,0,https://drive.google.com/file/d/1A2Cgcby9y9UcBzjlbZLvKGEuokJLiqF6/view?usp=drivesdk
592.11,Acute cystitis,genitourinary,67.81 ± 7.97,191/367702,54%,0,0,0,0,0,https://drive.google.com/file/d/1Df0e4jflikevYyvGj6deBwBqoIp0OIdG/view?usp=drivesdk
592.12,Chronic cystitis,genitourinary,67.79 ± 7.98,1229/368769,54%,0,0,0,0,1,https://drive.google.com/file/d/1Vk7XR4bN1d5ThtW_6IoFHs7D39YqN6O0/view?usp=drivesdk
592.13,Chronic interstitial cystitis,genitourinary,67.8 ± 7.97,346/367851,54%,0,0,0,0,0,https://drive.google.com/file/d/1Td8hUulvXZUTKIzk7LdlhyEsDf4WPoLL/view?usp=drivesdk
592.2,Urethritis and urethral syndrome,genitourinary,67.8 ± 7.97,158/367657,54%,0,0,0,0,0,https://drive.google.com/file/d/17xS8O1unEWuF8Lc0nDSzbW-g0a2F3j4G/view?usp=drivesdk
593,Hematuria,genitourinary,67.44 ± 8.21,19883/387944,54%,40,8,6,0,120,https://drive.google.com/file/d/1P3rXDIMe-kXcypd2SYly4UNHfDQh_Q0o/view?usp=drivesdk
594,Urinary calculus,genitourinary,68.04 ± 8.01,963/398262,55%,0,0,0,0,0,https://drive.google.com/file/d/1qPRAk4ZGbUwaWKlIFaid2i_Oph5GNjsD/view?usp=drivesdk
594.1,Calculus of kidney,genitourinary,67.99 ± 8.03,4545/402092,54%,4,0,2,0,7,https://drive.google.com/file/d/11KxM1ocnKNg3gQsaIQcnKkglGWGwCDFb/view?usp=drivesdk
594.2,Calculus of lower urinary tract,genitourinary,68.06 ± 7.97,1238/398595,55%,0,0,0,0,0,https://drive.google.com/file/d/1MWruRT7j7d-HCg1PVcIDctsAf9j64CWy/view?usp=drivesdk
594.3,Calculus of ureter,genitourinary,67.99 ± 8.03,3112/400508,54%,0,0,0,0,0,https://drive.google.com/file/d/1iwjaMpX3GmLbC80Lk5VR6eC4XaeVgnwa/view?usp=drivesdk
594.8,Renal colic,genitourinary,67.99 ± 8.05,2264/399570,55%,0,0,0,0,0,https://drive.google.com/file/d/1Sbdod1kUoEvh_ZP5vCBEefBIr-VIbW-R/view?usp=drivesdk
595,Hydronephrosis,genitourinary,68.05 ± 7.98,3703/401415,55%,0,0,0,0,0,https://drive.google.com/file/d/19OLA49irNMr_q8_e8XH9I5ZK-cPXjlCH/view?usp=drivesdk
596,Other disorders of bladder,genitourinary,67.83 ± 8.05,11086/399731,54%,0,0,0,0,1,https://drive.google.com/file/d/1kcN7VpVH2RnuZj22TyzqDYggjibDLGFn/view?usp=drivesdk
596.1,Bladder neck obstruction,genitourinary,67.92 ± 7.99,2517/390630,55%,0,0,0,0,2,https://drive.google.com/file/d/1zeFS18DS1jx96V2olR9ZJ8s66eFfvWmh/view?usp=drivesdk
596.5,Functional disorders of bladder,genitourinary,67.91 ± 8.0,1882/389973,55%,0,0,0,0,0,https://drive.google.com/file/d/17u4WMfyMLvO74q6OJRNoylXsvvMTwbjW/view?usp=drivesdk
597,Other disorders of urethra and urinary tract,genitourinary,67.93 ± 7.99,1166/389251,55%,0,0,0,0,0,https://drive.google.com/file/d/1mHm56F33h40Tq-aFK9j16AAKPtobwrXC/view?usp=drivesdk
597.1,Urethral stricture (not specified as infectious),genitourinary,67.88 ± 8.03,4536/392735,55%,0,0,0,0,0,https://drive.google.com/file/d/19zX5gpWVgrVlPHaaJlFIOa1m6LEA8TQR/view?usp=drivesdk
598,Abnormal findings on examination of urine,genitourinary,68.02 ± 7.99,4339/408715,54%,0,0,0,0,0,https://drive.google.com/file/d/1N8TNi9tTazNVUll8cumxYI8IjynQI-AK/view?usp=drivesdk
598.9,Other nonspecific findings on examination of urine,genitourinary,68.08 ± 7.96,554/404864,54%,0,0,0,0,0,https://drive.google.com/file/d/1BAWb8s4h-IzIoB4rxqv9lT058cKacai_/view?usp=drivesdk
599,Other symptoms/disorders or the urinary system,genitourinary,67.7 ± 8.08,10082/382255,54%,0,0,0,0,0,https://drive.google.com/file/d/1ES-MpTnaS1lFyLCl80qnWukaZadLxdrI/view?usp=drivesdk
599.1,Urinary obstruction,genitourinary,67.82 ± 7.97,257/371863,55%,0,0,0,0,0,https://drive.google.com/file/d/1tyKKaJqI_8azKleix33YsGRygOZznvs2/view?usp=drivesdk
599.2,Retention of urine,genitourinary,67.8 ± 8.0,13510/386292,54%,0,0,0,0,0,https://drive.google.com/file/d/1pYagIN2hHVhd8_5MxALH94byt-3gSjmx/view?usp=drivesdk
599.3,Dysuria,genitourinary,67.79 ± 8.0,1621/373285,55%,0,0,0,0,0,https://drive.google.com/file/d/1Ya0NLCYesHXc_vM4z9nHPVGyJIKYNxIP/view?usp=drivesdk
599.4,Urinary incontinence,genitourinary,67.58 ± 8.18,12082/384307,56%,0,0,0,0,0,https://drive.google.com/file/d/1Ba_YIASrfpiwTs1rz2ht6YGfxZ-1ZDRG/view?usp=drivesdk
599.5,Frequency of urination and polyuria,genitourinary,67.71 ± 8.06,5011/376758,55%,0,0,0,0,0,https://drive.google.com/file/d/1utozpBuR7GshFUMxnQSJsCj1NJeOpZlq/view?usp=drivesdk
599.6,Oliguria and anuria,genitourinary,67.82 ± 7.97,218/371823,55%,0,0,0,0,0,https://drive.google.com/file/d/1D5HxjBfGASZrmcoE8DebAN14SPkL-1PB/view?usp=drivesdk
599.9,Other abnormality of urination,genitourinary,67.77 ± 8.0,2290/373931,55%,0,0,0,0,0,https://drive.google.com/file/d/1G8a15wJfi_CheIgt2KmKGMUqQ6kqL3GV/view?usp=drivesdk
600,Hyperplasia of prostate,genitourinary,67.25 ± 7.98,18872/175137,0%,11,1,4,0,49,https://drive.google.com/file/d/18HsOtvNY1OnS-oLCMZ2Q5C_bF-wPTkxj/view?usp=drivesdk
601.1,Prostatitis,genitourinary,67.26 ± 8.08,895/155793,0%,0,0,0,0,0,https://drive.google.com/file/d/1An-F5Zez9xPPGjYuSWclATCMS7EVFxGp/view?usp=drivesdk
601.11,Acute prostatitis,genitourinary,67.28 ± 8.06,366/155254,0%,0,0,0,0,0,https://drive.google.com/file/d/1ETyrifC5QwhNf0IXKMBlPK9h_WdOt_Ox/view?usp=drivesdk
601.12,Chronic prostatitis,genitourinary,67.26 ± 8.06,1289/156196,0%,0,0,0,0,0,https://drive.google.com/file/d/1mOCJTRTsfrHFSjOkMcg0s5Kn3DmanQo4/view?usp=drivesdk
601.4,Balanoposthitis,genitourinary,67.27 ± 8.08,433/155318,0%,0,0,0,0,0,https://drive.google.com/file/d/1F563WFfHY_WtekdfsKegyhio1Remx8h6/view?usp=drivesdk
601.8,Other inflammatory disorders of male genital organs,genitourinary,67.27 ± 8.08,423/155313,0%,0,0,0,0,0,https://drive.google.com/file/d/1cOLUbVcWR0VaTOx8iUVHVHaoQoiyf7ZN/view?usp=drivesdk
602,Other disorders of prostate,genitourinary,67.26 ± 8.06,1842/156801,0%,2,0,0,0,8,https://drive.google.com/file/d/1CKBuNEmsu7gC_Ay5CpQPHitNp9WM6V5l/view?usp=drivesdk
603,Other disorders of testis,genitourinary,67.5 ± 8.14,1312/158456,0%,0,0,0,0,0,https://drive.google.com/file/d/1YW4NJrNHA0iI1-6IkaJ_BmG5UwsGgHYZ/view?usp=drivesdk
603.1,Hydrocele,genitourinary,67.51 ± 8.11,1855/159003,0%,0,0,0,0,4,https://drive.google.com/file/d/13O9Ju_S0Xowkq_bR_kNGliYfAt6KpHoE/view?usp=drivesdk
604,Disorders of penis,genitourinary,67.54 ± 8.09,1208/158359,0%,0,0,0,0,0,https://drive.google.com/file/d/1AzxL0tE4wheG7wYIBnUHJleSWjQczTKo/view?usp=drivesdk
604.1,Redundant prepuce and phimosis/BXO,genitourinary,67.39 ± 8.22,3631/160834,0%,4,1,0,0,3,https://drive.google.com/file/d/1Hh6wuu2bnWBFM9h6VUPFnZ3b5tA4VVe7/view?usp=drivesdk
605,Erectile dysfunction [ED],genitourinary,67.56 ± 8.06,761/157901,0%,0,0,0,0,0,https://drive.google.com/file/d/1QzJ--3amvdk1S__6VMgYHO8pqqSiMb7s/view?usp=drivesdk
608,Other disorders of male genital organs,genitourinary,67.38 ± 8.24,3561/160770,0%,0,0,0,0,0,https://drive.google.com/file/d/1df6RZl6j7P44a_-gDJNinu9BjwlO_9n0/view?usp=drivesdk
609.2,Abnormal spermatozoa,genitourinary,67.58 ± 8.05,178/157262,0%,0,0,0,0,0,https://drive.google.com/file/d/1HtgSrvYs22jpGXh41gWYH2WtWVXdxpvq/view?usp=drivesdk
610,Benign mammary dysplasias,genitourinary,67.98 ± 7.95,219/213374,100%,0,0,0,0,0,https://drive.google.com/file/d/1ZLNB0i1C4g0deSlzU9IGn9yko8eeFrHR/view?usp=drivesdk
610.1,Cystic mastopathy,genitourinary,67.92 ± 7.99,1050/214214,100%,0,0,0,0,0,https://drive.google.com/file/d/1CVYAbeRV-o1UUGdoRyWznavtqMSNyfak/view?usp=drivesdk
610.2,Fibroadenosis of breast,genitourinary,67.98 ± 7.93,352/213511,100%,0,0,0,0,0,https://drive.google.com/file/d/11yEbm95BpAIeXRSUsWGUPvawXwVZ4A5K/view?usp=drivesdk
610.3,Fibrosclerosis of breast,genitourinary,67.98 ± 7.93,370/213527,100%,0,0,0,0,0,https://drive.google.com/file/d/15v1zRqOr-Y06Cy4ipGKLGZTdQM6_s9Y3/view?usp=drivesdk
610.4,Benign neoplasm of breast,genitourinary,67.89 ± 8.02,1612/214799,100%,0,0,0,0,1,https://drive.google.com/file/d/1qpO0osYpxdyYgR5abpRlhT8uOaR6aOiZ/view?usp=drivesdk
610.8,Other specified benign mammary dysplasias,genitourinary,67.95 ± 7.95,862/214032,100%,1,0,0,0,0,https://drive.google.com/file/d/17qX5FFuD9p5XOBj8Gu5I1IZHWPrK7323/view?usp=drivesdk
611.3,Lump or mass in breast,genitourinary,68.06 ± 8.02,1787/402674,53%,0,0,0,0,0,https://drive.google.com/file/d/1Ue6ZJNf7iMhOiSXhmK4YuQsJ0zeLmVUT/view?usp=drivesdk
612.2,Hypertrophy of breast (Gynecomastia),genitourinary,68.09 ± 8.0,944/401798,53%,0,0,0,0,0,https://drive.google.com/file/d/1Am7s2AOeaR0UMD-Su1zM884E-T7enqLi/view?usp=drivesdk
613,Other nonmalignant breast conditions,genitourinary,68.09 ± 8.0,351/407201,54%,3,0,0,0,2,https://drive.google.com/file/d/1JitXFo6SwBYZEdJEnSmO-fRAl2mO30-F/view?usp=drivesdk
613.1,Inflammatory disease of breast,genitourinary,68.09 ± 7.99,875/407739,54%,0,0,0,0,0,https://drive.google.com/file/d/1uV9tbSdm54EJILYVu3Uf-OqDVT0LhOHw/view?usp=drivesdk
613.7,Other signs and symptoms in breast,genitourinary,68.09 ± 8.0,796/407661,54%,0,0,0,0,0,https://drive.google.com/file/d/1WHQwgAPemiFLGbywyl3ZFDb1DcW9rDbj/view?usp=drivesdk
613.8,Other specified disorders of breast,genitourinary,68.11 ± 7.97,447/407314,54%,0,0,0,0,0,https://drive.google.com/file/d/1UwKcmt4eCZiJjAJaLCU_UCxzYyAe86jA/view?usp=drivesdk
613.9,Breast disorder NOS,genitourinary,68.11 ± 7.96,237/407094,54%,0,0,0,0,0,https://drive.google.com/file/d/1rBhbzxLCoEjtgBYcQy2ZyeoL4tAJFm_0/view?usp=drivesdk
614,Inflammatory diseases of female pelvic organs,genitourinary,68.07 ± 8.01,516/211124,100%,0,0,0,0,0,https://drive.google.com/file/d/1nywRQkdXwAFnYrheBQ8Nd9pHhpXPR--w/view?usp=drivesdk
614.1,Pelvic peritoneal adhesions; female (postoperative) (postinfection),genitourinary,67.91 ± 8.16,3113/213788,100%,0,0,0,0,0,https://drive.google.com/file/d/1ET-QvYoWhdQ9W2kxG9PRInOO64QI-Nhw/view?usp=drivesdk
614.3,Pelvic inflammatory disease (PID),genitourinary,68.11 ± 7.92,295/210909,100%,0,0,0,0,0,https://drive.google.com/file/d/1d1wAhbhD8NxtViXSF6mROI44QbIHhNFg/view?usp=drivesdk
614.32,Chronic inflammatory pelvic disease,genitourinary,68.1 ± 7.91,471/211085,100%,0,0,0,0,0,https://drive.google.com/file/d/1CcMYYWar7rMPf8bnCJs2Xc1PL0v-bGHu/view?usp=drivesdk
614.33,Pelvic inflammatory disease; NOS,genitourinary,68.1 ± 7.93,401/211020,100%,0,0,0,0,0,https://drive.google.com/file/d/1v-zkJQaJbeZuB3rR_gFSex6evA4Dc25l/view?usp=drivesdk
614.4,Inflammatory diseases of uterus; except cervix,genitourinary,68.12 ± 7.89,320/210933,100%,0,0,0,0,0,https://drive.google.com/file/d/1Sk5GrcScTIDD-7ifLp-8qbmX7Fw7iQ93/view?usp=drivesdk
